user_settings_crypto_unlocked,attributes_notifications_marketing_push,attributes_notifications_marketing_email,num_contacts,num_referrals,num_successful_referrals,age,trx_count,trx_count_completed,trx_value_completed,trx_value_mean_completed,trx_value_max_completed,trx_success_rate,trx_n_distinct_currency,trx_n_distinct_mcc,trx_n_distinct_country,trx_share_ATM,trx_share_CARD_PAYMENT,trx_share_CARD_REFUND,trx_share_CASHBACK,trx_share_EXCHANGE,trx_share_FEE,trx_share_REFUND,trx_share_TAX,trx_share_TOPUP,trx_share_TRANSFER,trx_dir_INBOUND,trx_dir_OUTBOUND,days_since_last_trx,days_since_first_trx,trx_active_days,notif_count,notif_n_sent,notif_n_failed,notif_send_rate,notif_ch_EMAIL,notif_ch_PUSH,notif_ch_SMS,notif_n_reengagement,tenure_days,plan_GOLD,plan_SILVER,plan_STANDARD,brand_Android,brand_Apple,brand_Unknown,country_CH,country_CY,country_CZ,country_DE,country_ES,country_FR,country_GB,country_GR,country_IE,country_IT,country_LT,country_MT,country_OTHER,country_PL,country_PT,country_RO
0,1,1,44,0,0,25,250.0,224.0,11311.8,50.49910714285714,948.86,0.896,3.0,21.0,6.0,0.076,0.48,0.004,0.0,0.024,0.004,0.0,0.0,0.14,0.272,0.228,0.772,0.0,211.0,75.0,7.0,5.0,2.0,0.7142857142857143,3.0,4.0,0.0,1.0,212,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,0,29,196.0,169.0,70853.73999999999,419.25289940828395,1489.36,0.8622448979591837,2.0,7.0,5.0,0.1377551020408163,0.27040816326530615,0.00510204081632653,0.0,0.01020408163265306,0.00510204081632653,0.0,0.0,0.3673469387755102,0.20408163265306123,0.37244897959183676,0.6275510204081632,6.0,392.0,101.0,10.0,5.0,5.0,0.5,7.0,3.0,0.0,0.0,400,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,28,35.0,23.0,484.14,21.049565217391304,99.42,0.6571428571428571,1.0,11.0,6.0,0.2857142857142857,0.5142857142857142,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.17142857142857143,0.0,0.17142857142857143,0.8285714285714286,196.0,235.0,13.0,2.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,235,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,1,0,0,26,258.0,237.0,5709.46,24.090548523206753,300.0,0.9186046511627907,4.0,21.0,5.0,0.015503875968992248,0.46124031007751937,0.0,0.0,0.05813953488372093,0.003875968992248062,0.0,0.0,0.19767441860465115,0.26356589147286824,0.20155038759689922,0.7984496124031008,13.0,461.0,98.0,2.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,461,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,36,130.0,114.0,8939.42,78.4159649122807,425.53,0.8769230769230769,1.0,32.0,7.0,0.05384615384615385,0.7923076923076923,0.0,0.0,0.0,0.007692307692307693,0.0,0.0,0.14615384615384616,0.0,0.14615384615384616,0.8538461538461538,0.0,240.0,67.0,6.0,6.0,0.0,1.0,2.0,4.0,0.0,3.0,240,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,12,0,0,22,46.0,28.0,2717.85,97.06607142857142,303.62,0.6086956521739131,3.0,9.0,3.0,0.06521739130434782,0.3695652173913043,0.0,0.0,0.10869565217391304,0.0,0.0,0.0,0.2826086956521739,0.17391304347826086,0.2826086956521739,0.717391304347826,0.0,311.0,25.0,9.0,8.0,1.0,0.8888888888888888,1.0,7.0,1.0,7.0,311,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,14,0,0,24,136.0,120.0,67183.16,559.8596666666667,1489.36,0.8823529411764706,1.0,11.0,6.0,0.0,0.4632352941176471,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.35294117647058826,0.18382352941176472,0.8161764705882353,5.0,242.0,83.0,5.0,5.0,0.0,1.0,1.0,4.0,0.0,3.0,242,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,24,0,0,26,3.0,2.0,17.9,8.95,8.95,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,70.0,71.0,2.0,5.0,4.0,1.0,0.8,4.0,1.0,0.0,0.0,331,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,30,191.0,165.0,3654.9500000000003,22.151212121212122,229.72,0.8638743455497382,5.0,17.0,2.0,0.0,0.7120418848167539,0.0,0.0,0.13612565445026178,0.015706806282722512,0.0,0.0,0.13089005235602094,0.005235602094240838,0.13089005235602094,0.8691099476439791,220.0,283.0,42.0,4.0,2.0,2.0,0.5,3.0,1.0,0.0,0.0,283,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,27,103.0,97.0,5998.26,61.83773195876289,650.0,0.941747572815534,3.0,25.0,5.0,0.019417475728155338,0.7087378640776699,0.0,0.0,0.07766990291262135,0.009708737864077669,0.0,0.0,0.11650485436893204,0.06796116504854369,0.14563106796116504,0.8543689320388349,10.0,381.0,30.0,8.0,3.0,5.0,0.375,1.0,6.0,1.0,5.0,381,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,6,0,0,28,35.0,31.0,2370.08,76.4541935483871,550.0,0.8857142857142857,2.0,10.0,2.0,0.0,0.6857142857142857,0.0,0.0,0.05714285714285714,0.02857142857142857,0.0,0.0,0.2,0.02857142857142857,0.2,0.8,145.0,180.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,52,0,0,44,3.0,2.0,18.72,9.36,10.21,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,28.0,302.0,2.0,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0.0,302,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,6,0,0,38,68.0,48.0,626.88,13.06,127.66,0.7058823529411765,2.0,10.0,5.0,0.014705882352941176,0.3088235294117647,0.029411764705882353,0.27941176470588236,0.08823529411764706,0.014705882352941176,0.0,0.0,0.058823529411764705,0.20588235294117646,0.36764705882352944,0.6323529411764706,0.0,25.0,12.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,304,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,44,0,0,26,863.0,830.0,13721.84,16.53233734939759,425.53,0.9617612977983777,4.0,32.0,7.0,0.02549246813441483,0.2827346465816918,0.0,0.2641946697566628,0.1100811123986095,0.010428736964078795,0.002317497103128621,0.0,0.07415990730011587,0.23059096176129779,0.3406720741599073,0.6593279258400927,2.0,257.0,154.0,5.0,5.0,0.0,1.0,4.0,1.0,0.0,0.0,257,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,37,0,0,31,6.0,5.0,126.36999999999999,25.273999999999997,94.57,0.8333333333333334,1.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.5,55.0,130.0,5.0,7.0,5.0,2.0,0.7142857142857143,4.0,3.0,0.0,1.0,182,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,49,5.0,2.0,11.93,5.965,7.95,0.4,1.0,1.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.2,106.0,111.0,2.0,9.0,6.0,3.0,0.6666666666666666,8.0,1.0,0.0,0.0,111,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,2,0,0,30,268.0,250.0,5298.45,21.1938,159.07,0.9328358208955224,2.0,41.0,14.0,0.022388059701492536,0.6082089552238806,0.0,0.0,0.029850746268656716,0.0037313432835820895,0.0,0.0,0.2462686567164179,0.08955223880597014,0.25,0.75,7.0,394.0,130.0,8.0,6.0,2.0,0.75,3.0,5.0,0.0,1.0,394,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,3,0,0,30,74.0,71.0,44902.96,632.4360563380282,1489.36,0.9594594594594594,1.0,3.0,2.0,0.0,0.1891891891891892,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.32432432432432434,0.47297297297297297,0.32432432432432434,0.6756756756756757,7.0,389.0,40.0,10.0,10.0,0.0,1.0,3.0,7.0,0.0,6.0,391,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,3,0,0,25,613.0,606.0,339.29,0.5598844884488449,29.82,0.9885807504078303,1.0,3.0,3.0,0.0,0.9755301794453507,0.0,0.0,0.0,0.0016313213703099511,0.0,0.0,0.022838499184339316,0.0,0.022838499184339316,0.9771615008156607,8.0,270.0,27.0,4.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,270,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,0,0,54,75.0,66.0,6685.96,101.30242424242424,493.38,0.88,4.0,7.0,4.0,0.14666666666666667,0.09333333333333334,0.0,0.0,0.28,0.0,0.0,0.0,0.32,0.16,0.32,0.68,5.0,196.0,33.0,5.0,5.0,0.0,1.0,1.0,4.0,0.0,3.0,205,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,38,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,469.0,469.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,469,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,7,0,0,37,21.0,19.0,456.77,24.040526315789474,99.21,0.9047619047619048,2.0,4.0,3.0,0.0,0.2857142857142857,0.0,0.0,0.38095238095238093,0.047619047619047616,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.7142857142857143,1.0,194.0,12.0,5.0,5.0,0.0,1.0,1.0,4.0,0.0,2.0,194,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,6,0,0,35,130.0,116.0,5172.83,44.59336206896552,425.53,0.8923076923076924,2.0,5.0,4.0,0.0,0.4230769230769231,0.0,0.0,0.06923076923076923,0.0,0.0,0.0,0.2692307692307692,0.23846153846153847,0.2692307692307692,0.7307692307692307,1.0,183.0,79.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,183,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,15,0,0,44,25.0,16.0,623.66,38.97875,250.0,0.64,1.0,7.0,2.0,0.0,0.6,0.04,0.0,0.0,0.04,0.0,0.0,0.32,0.0,0.36,0.64,86.0,141.0,11.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,141,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,29,40.0,24.0,709.89,29.57875,298.25,0.6,2.0,10.0,3.0,0.0,0.5,0.05,0.0,0.0,0.025,0.0,0.0,0.425,0.0,0.475,0.525,97.0,203.0,13.0,3.0,1.0,2.0,0.3333333333333333,1.0,2.0,0.0,1.0,203,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,17,0,0,65,5.0,3.0,134.27,44.75666666666667,71.61,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.2,0.6,0.4,178.0,179.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,179,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,25,0,0,34,66.0,66.0,894.17,13.548030303030302,370.21,1.0,3.0,8.0,2.0,0.0,0.8636363636363636,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.030303030303030304,0.07575757575757576,0.030303030303030304,0.9696969696969697,27.0,74.0,38.0,7.0,7.0,0.0,1.0,6.0,1.0,0.0,0.0,111,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,20,15.0,13.0,280.0,21.53846153846154,50.0,0.8666666666666667,1.0,6.0,3.0,0.06666666666666667,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.4,0.13333333333333333,0.4,0.6,4.0,372.0,8.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,372,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,24,618.0,580.0,8692.06,14.986310344827585,472.0,0.9385113268608414,1.0,32.0,11.0,0.07766990291262135,0.5744336569579288,0.0,0.0,0.0,0.05825242718446602,0.0,0.0,0.10517799352750809,0.18446601941747573,0.10517799352750809,0.8948220064724919,0.0,339.0,183.0,5.0,5.0,0.0,1.0,2.0,3.0,0.0,1.0,339,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,4,0,0,49,17.0,16.0,139.12,8.695,42.55,0.9411764705882353,1.0,5.0,3.0,0.058823529411764705,0.35294117647058826,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.35294117647058826,0.23529411764705882,0.7647058823529411,38.0,106.0,9.0,8.0,5.0,3.0,0.625,4.0,4.0,0.0,1.0,106,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,80,0,0,41,40.0,37.0,923.74,24.965945945945947,85.11,0.925,1.0,11.0,1.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.225,0.775,3.0,99.0,24.0,8.0,7.0,1.0,0.875,6.0,2.0,0.0,1.0,127,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,0,0,31,27.0,13.0,188.84,14.526153846153846,85.11,0.48148148148148145,1.0,6.0,6.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,2.0,282.0,13.0,10.0,9.0,1.0,0.9,1.0,8.0,1.0,7.0,282,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,9,0,0,45,2.0,1.0,10.0,10.0,10.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,136.0,136.0,1.0,8.0,7.0,1.0,0.875,6.0,2.0,0.0,0.0,136,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,9,0,0,30,451.0,412.0,13104.26,31.80645631067961,595.75,0.9135254988913526,2.0,25.0,8.0,0.1286031042128603,0.3303769401330377,0.0022172949002217295,0.0,0.0022172949002217295,0.0022172949002217295,0.0,0.0,0.2017738359201774,0.3325942350332594,0.2039911308203991,0.7960088691796009,1.0,411.0,135.0,5.0,4.0,1.0,0.8,2.0,3.0,0.0,1.0,411,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,27,241.0,232.0,17212.99,74.1939224137931,1489.36,0.9626556016597511,5.0,34.0,12.0,0.0,0.7966804979253111,0.0,0.0,0.12033195020746888,0.0,0.0,0.0,0.06224066390041494,0.02074688796680498,0.06224066390041494,0.9377593360995851,206.0,402.0,85.0,6.0,5.0,1.0,0.8333333333333334,3.0,3.0,0.0,0.0,403,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,33,3.0,1.0,8.51,8.51,8.51,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,213.0,213.0,1.0,5.0,5.0,0.0,1.0,4.0,1.0,0.0,1.0,214,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,32,3.0,2.0,387.72,193.86,198.83,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,109.0,109.0,1.0,10.0,7.0,3.0,0.7,8.0,2.0,0.0,0.0,109,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,15,0,0,35,5.0,4.0,520.0,130.0,255.01,0.8,1.0,1.0,1.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.4,0.6,236.0,269.0,3.0,3.0,2.0,1.0,0.6666666666666666,1.0,1.0,1.0,2.0,271,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,46,97.0,83.0,1225.48,14.764819277108433,198.83,0.8556701030927835,2.0,16.0,2.0,0.020618556701030927,0.44329896907216493,0.0,0.0,0.030927835051546393,0.010309278350515464,0.0,0.0,0.15463917525773196,0.3402061855670103,0.15463917525773196,0.845360824742268,16.0,393.0,39.0,13.0,7.0,6.0,0.5384615384615384,6.0,6.0,1.0,5.0,398,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,22,36.0,16.0,627.16,39.1975,103.43,0.4444444444444444,1.0,4.0,2.0,0.2777777777777778,0.1111111111111111,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.5,0.05555555555555555,0.5,0.5,5.0,239.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,89,0,0,21,14.0,5.0,96.84,19.368000000000002,38.0,0.35714285714285715,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.35714285714285715,0.7142857142857143,0.2857142857142857,14.0,111.0,5.0,9.0,5.0,4.0,0.5555555555555556,8.0,1.0,0.0,0.0,111,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,21,382.0,348.0,13938.69,40.053706896551724,599.08,0.9109947643979057,2.0,52.0,11.0,0.10732984293193717,0.7172774869109948,0.015706806282722512,0.0,0.0549738219895288,0.005235602094240838,0.0,0.0,0.060209424083769635,0.03926701570680628,0.07591623036649214,0.9240837696335078,216.0,428.0,153.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,428,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,14,0,0,66,32.0,27.0,4323.32,160.12296296296296,1220.0,0.84375,3.0,10.0,5.0,0.09375,0.53125,0.0,0.0,0.1875,0.0,0.0,0.0,0.15625,0.03125,0.1875,0.8125,33.0,183.0,18.0,7.0,7.0,0.0,1.0,4.0,3.0,0.0,2.0,242,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,44,0,0,49,172.0,141.0,6624.8,46.98439716312057,340.43,0.8197674418604651,1.0,27.0,4.0,0.0,0.7965116279069767,0.0,0.0,0.0,0.0,0.0,0.0,0.20348837209302326,0.0,0.20348837209302326,0.7965116279069767,1.0,148.0,60.0,7.0,7.0,0.0,1.0,5.0,2.0,0.0,1.0,207,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,36,1.0,1.0,3.98,3.98,3.98,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,131.0,131.0,1.0,7.0,3.0,4.0,0.42857142857142855,5.0,2.0,0.0,0.0,131,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,35,14.0,11.0,648.14,58.92181818181818,159.07,0.7857142857142857,1.0,4.0,3.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.2857142857142857,0.07142857142857142,0.2857142857142857,0.7142857142857143,56.0,230.0,9.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,230,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,28,0,0,41,88.0,72.0,10909.869999999999,151.5259722222222,1489.36,0.8181818181818182,7.0,20.0,12.0,0.0,0.5,0.0,0.0,0.20454545454545456,0.0,0.0,0.0,0.20454545454545456,0.09090909090909091,0.20454545454545456,0.7954545454545454,1.0,131.0,27.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,131,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,21,0,0,29,668.0,604.0,9127.67,15.11203642384106,1489.36,0.9041916167664671,5.0,39.0,6.0,0.010479041916167664,0.3398203592814371,0.004491017964071856,0.2949101796407186,0.02245508982035928,0.0074850299401197605,0.0014970059880239522,0.0,0.01347305389221557,0.30538922155688625,0.31736526946107785,0.6826347305389222,0.0,95.0,67.0,5.0,1.0,4.0,0.2,5.0,0.0,0.0,0.0,252,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,17,0,0,39,329.0,299.0,5393.81,18.039498327759198,259.59,0.9088145896656535,4.0,34.0,12.0,0.0,0.4194528875379939,0.015197568389057751,0.0,0.26443768996960487,0.0,0.0,0.0,0.12462006079027356,0.1762917933130699,0.1398176291793313,0.8601823708206687,13.0,423.0,104.0,4.0,1.0,3.0,0.25,3.0,1.0,0.0,0.0,423,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,24,0,0,24,108.0,101.0,3334.19,33.01178217821782,255.32,0.9351851851851852,1.0,15.0,7.0,0.24074074074074073,0.32407407407407407,0.0,0.0,0.0,0.009259259259259259,0.0,0.009259259259259259,0.14814814814814814,0.26851851851851855,0.1574074074074074,0.8425925925925926,13.0,252.0,36.0,7.0,6.0,1.0,0.8571428571428571,2.0,4.0,1.0,5.0,252,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,30,0,0,41,126.0,117.0,1109.41,9.482136752136753,53.71,0.9285714285714286,2.0,18.0,3.0,0.015873015873015872,0.7301587301587301,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.15079365079365079,0.047619047619047616,0.16666666666666666,0.8333333333333334,6.0,119.0,56.0,4.0,2.0,2.0,0.5,2.0,2.0,0.0,0.0,119,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,4,0,0,30,7.0,2.0,47.65,23.825,42.55,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.8571428571428571,0.14285714285714285,156.0,157.0,2.0,6.0,5.0,1.0,0.8333333333333334,2.0,4.0,0.0,2.0,157,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,27,76.0,65.0,2617.91,40.27553846153846,200.0,0.8552631578947368,2.0,20.0,4.0,0.02631578947368421,0.631578947368421,0.05263157894736842,0.0,0.0,0.013157894736842105,0.0,0.0,0.23684210526315788,0.039473684210526314,0.2894736842105263,0.7105263157894737,37.0,320.0,44.0,9.0,9.0,0.0,1.0,2.0,7.0,0.0,7.0,321,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,30,0,0,25,41.0,31.0,1715.01,55.32290322580645,338.81,0.7560975609756098,1.0,9.0,7.0,0.04878048780487805,0.4878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.43902439024390244,0.024390243902439025,0.43902439024390244,0.5609756097560976,35.0,340.0,10.0,3.0,2.0,1.0,0.6666666666666666,2.0,1.0,0.0,0.0,341,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,2,0,0,39,20.0,18.0,808.26,44.903333333333336,255.32,0.9,2.0,8.0,1.0,0.0,0.5,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.25,0.1,0.9,344.0,391.0,8.0,4.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,391,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,11,0,0,25,98.0,87.0,14560.859999999999,167.36620689655172,1347.0,0.8877551020408163,3.0,17.0,2.0,0.02040816326530612,0.6224489795918368,0.0,0.0,0.12244897959183673,0.0,0.0,0.0,0.10204081632653061,0.1326530612244898,0.14285714285714285,0.8571428571428571,2.0,196.0,33.0,8.0,8.0,0.0,1.0,2.0,6.0,0.0,5.0,196,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,26,3.0,2.0,21.869999999999997,10.934999999999999,19.88,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,5.0,5.0,1.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,144,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,24,129.0,103.0,1974.18,19.166796116504855,165.35,0.7984496124031008,2.0,30.0,10.0,0.06976744186046512,0.7054263565891473,0.007751937984496124,0.0,0.0,0.007751937984496124,0.007751937984496124,0.0,0.18604651162790697,0.015503875968992248,0.20155038759689922,0.7984496124031008,19.0,259.0,48.0,9.0,8.0,1.0,0.8888888888888888,2.0,6.0,1.0,6.0,259,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,75,0,0,34,247.0,210.0,21132.57,100.63128571428571,680.85,0.8502024291497976,4.0,30.0,13.0,0.016194331983805668,0.43724696356275305,0.0,0.0,0.016194331983805668,0.008097165991902834,0.004048582995951417,0.0,0.3157894736842105,0.20242914979757085,0.3360323886639676,0.6639676113360324,1.0,461.0,104.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,461,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,47,0,0,31,128.0,122.0,4863.74,39.86672131147541,535.32,0.953125,1.0,16.0,2.0,0.046875,0.2890625,0.0,0.0,0.0,0.0,0.0,0.0,0.1015625,0.5625,0.1328125,0.8671875,2.0,149.0,53.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,149,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
