user_id,country,plan_GOLD,plan_SILVER,plan_STANDARD,tenure_days,days_since_last_trx,trx_count,churned,snapshot,cutoff
user_3011,FR,False,False,True,377,328.0,27.0,1,2019-05-16,2019-04-18
user_3012,FR,False,False,True,298,205.0,10.0,1,2019-05-16,2019-04-18
user_3013,PL,False,False,True,439,11.0,137.0,0,2019-05-16,2019-04-18
user_3014,MT,False,False,True,179,4.0,132.0,0,2019-05-16,2019-04-18
user_3015,GB,False,False,True,276,33.0,19.0,0,2019-05-16,2019-04-18
user_3016,DE,False,False,True,133,1.0,277.0,0,2019-05-16,2019-04-18
user_3017,GB,False,False,True,422,0.0,173.0,0,2019-05-16,2019-04-18
user_3018,ES,False,False,True,282,0.0,918.0,0,2019-05-16,2019-04-18
user_3019,GB,False,False,True,151,999.0,0.0,1,2019-05-16,2019-04-18
user_3020,GB,False,False,True,452,0.0,430.0,0,2019-05-16,2019-04-18
user_3021,RO,False,False,True,179,16.0,28.0,0,2019-05-16,2019-04-18
user_3022,IE,False,False,True,413,24.0,78.0,1,2019-05-16,2019-04-18
user_3023,PT,False,False,True,352,13.0,26.0,0,2019-05-16,2019-04-18
user_3024,GB,False,True,False,222,0.0,208.0,0,2019-05-16,2019-04-18
user_3025,HU,False,False,True,410,223.0,12.0,1,2019-05-16,2019-04-18
user_3026,ES,True,False,False,404,10.0,158.0,0,2019-05-16,2019-04-18
user_3027,FR,False,False,True,219,1.0,44.0,0,2019-05-16,2019-04-18
user_3028,GB,False,False,True,241,165.0,74.0,1,2019-05-16,2019-04-18
user_3029,PL,False,False,True,308,19.0,25.0,1,2019-05-16,2019-04-18
user_3030,IE,False,False,True,219,2.0,282.0,0,2019-05-16,2019-04-18
user_3031,GB,False,False,True,327,93.0,36.0,1,2019-05-16,2019-04-18
user_3032,BE,False,False,True,107,107.0,2.0,1,2019-05-16,2019-04-18
user_3033,GB,False,False,True,264,21.0,34.0,0,2019-05-16,2019-04-18
user_3034,GB,False,False,True,245,175.0,120.0,1,2019-05-16,2019-04-18
user_3035,SI,False,False,True,274,157.0,9.0,1,2019-05-16,2019-04-18
user_3036,LT,False,False,True,312,2.0,785.0,0,2019-05-16,2019-04-18
user_3037,FR,False,False,True,245,7.0,49.0,0,2019-05-16,2019-04-18
user_3038,PL,False,False,True,152,44.0,26.0,1,2019-05-16,2019-04-18
user_3039,MT,False,False,True,401,2.0,43.0,0,2019-05-16,2019-04-18
user_3040,GB,False,False,True,127,104.0,7.0,1,2019-05-16,2019-04-18
user_3041,FR,False,False,True,174,174.0,3.0,1,2019-05-16,2019-04-18
user_3042,CH,False,False,True,396,3.0,554.0,1,2019-05-16,2019-04-18
user_3043,GB,False,False,True,225,0.0,575.0,0,2019-05-16,2019-04-18
user_3044,GB,False,False,True,462,6.0,134.0,0,2019-05-16,2019-04-18
user_3045,IE,False,False,True,299,4.0,255.0,0,2019-05-16,2019-04-18
user_3046,PL,False,False,True,444,12.0,185.0,0,2019-05-16,2019-04-18
user_3047,ES,False,False,True,435,394.0,6.0,1,2019-05-16,2019-04-18
user_3048,GB,True,False,False,395,0.0,310.0,0,2019-05-16,2019-04-18
user_3049,IS,False,False,True,112,15.0,5.0,0,2019-05-16,2019-04-18
user_3050,GB,False,True,False,165,1.0,103.0,0,2019-05-16,2019-04-18
user_3051,CZ,False,False,True,330,0.0,240.0,0,2019-05-16,2019-04-18
user_3052,IT,False,True,False,469,8.0,31.0,0,2019-05-16,2019-04-18
user_3053,GB,False,False,True,133,31.0,18.0,1,2019-05-16,2019-04-18
user_3054,GB,False,False,True,399,86.0,13.0,1,2019-05-16,2019-04-18
user_3055,SK,False,False,True,129,0.0,215.0,0,2019-05-16,2019-04-18
user_3056,CY,False,False,True,382,1.0,74.0,0,2019-05-16,2019-04-18
user_3057,PL,False,False,True,235,72.0,20.0,1,2019-05-16,2019-04-18
user_3058,FR,False,True,False,435,9.0,130.0,0,2019-05-16,2019-04-18
user_3059,RO,False,False,True,285,0.0,617.0,0,2019-05-16,2019-04-18
user_3060,FI,False,False,True,330,286.0,14.0,1,2019-05-16,2019-04-18
user_3061,GB,False,False,True,301,122.0,43.0,1,2019-05-16,2019-04-18
user_3062,GB,False,False,True,302,0.0,355.0,0,2019-05-16,2019-04-18
user_3063,PL,False,False,True,411,13.0,15.0,1,2019-05-16,2019-04-18
user_3064,GB,False,False,True,140,2.0,127.0,0,2019-05-16,2019-04-18
user_3065,HU,False,False,True,203,164.0,94.0,1,2019-05-16,2019-04-18
user_3066,AT,False,False,True,108,105.0,6.0,1,2019-05-16,2019-04-18
user_3067,GB,False,True,False,182,61.0,17.0,1,2019-05-16,2019-04-18
user_3068,PL,False,False,True,314,19.0,134.0,0,2019-05-16,2019-04-18
user_3069,ES,False,False,True,401,0.0,103.0,0,2019-05-16,2019-04-18
user_3070,IE,False,False,True,469,9.0,289.0,1,2019-05-16,2019-04-18
user_3071,PL,False,False,True,258,9.0,74.0,0,2019-05-16,2019-04-18
user_3072,GB,False,False,True,125,0.0,279.0,0,2019-05-16,2019-04-18
user_3073,SE,False,False,True,441,364.0,18.0,1,2019-05-16,2019-04-18
user_3074,FR,False,False,True,241,6.0,162.0,0,2019-05-16,2019-04-18
user_3075,PT,False,False,True,258,5.0,111.0,0,2019-05-16,2019-04-18
user_3076,DE,False,False,True,230,177.0,35.0,1,2019-05-16,2019-04-18
user_3077,ES,False,False,True,336,157.0,20.0,1,2019-05-16,2019-04-18
user_3078,GR,False,False,True,368,9.0,68.0,0,2019-05-16,2019-04-18
user_3079,ES,False,False,True,155,16.0,85.0,0,2019-05-16,2019-04-18
user_3080,PL,False,False,True,255,3.0,58.0,0,2019-05-16,2019-04-18
user_3081,RO,False,False,True,203,7.0,166.0,0,2019-05-16,2019-04-18
user_3082,GB,False,False,True,220,133.0,5.0,1,2019-05-16,2019-04-18
user_3083,GB,False,False,True,303,0.0,205.0,0,2019-05-16,2019-04-18
user_3084,DK,False,False,True,273,273.0,3.0,1,2019-05-16,2019-04-18
user_3085,GB,False,False,True,393,0.0,322.0,0,2019-05-16,2019-04-18
user_3086,CZ,False,False,True,160,2.0,45.0,0,2019-05-16,2019-04-18
user_3087,DE,False,True,False,382,6.0,88.0,0,2019-05-16,2019-04-18
user_3088,FR,False,False,True,129,999.0,0.0,1,2019-05-16,2019-04-18
user_3089,GB,False,False,True,452,4.0,208.0,0,2019-05-16,2019-04-18
user_3090,ES,False,False,True,396,111.0,29.0,1,2019-05-16,2019-04-18
user_3091,IT,False,False,True,337,0.0,78.0,0,2019-05-16,2019-04-18
user_3092,GB,False,False,True,414,17.0,139.0,0,2019-05-16,2019-04-18
user_3093,GB,False,False,True,274,10.0,41.0,0,2019-05-16,2019-04-18
user_3094,DE,False,False,True,137,0.0,104.0,0,2019-05-16,2019-04-18
user_3095,GR,False,False,True,364,6.0,31.0,1,2019-05-16,2019-04-18
user_3096,FR,False,True,False,232,6.0,94.0,0,2019-05-16,2019-04-18
user_3097,FR,False,False,True,234,123.0,5.0,1,2019-05-16,2019-04-18
user_3098,ES,False,False,True,156,1.0,36.0,0,2019-05-16,2019-04-18
user_3099,FR,False,False,True,333,1.0,197.0,0,2019-05-16,2019-04-18
user_3100,RO,True,False,False,117,2.0,162.0,0,2019-05-16,2019-04-18
user_3101,PL,False,False,True,365,1.0,518.0,0,2019-05-16,2019-04-18
user_3102,CY,False,True,False,179,0.0,718.0,0,2019-05-16,2019-04-18
user_3103,PL,False,False,True,266,243.0,9.0,1,2019-05-16,2019-04-18
user_3104,PL,False,False,True,208,7.0,107.0,0,2019-05-16,2019-04-18
user_3105,GB,False,False,True,157,35.0,12.0,1,2019-05-16,2019-04-18
user_3106,IE,False,False,True,175,0.0,189.0,0,2019-05-16,2019-04-18
user_3107,PT,False,False,True,139,999.0,0.0,1,2019-05-16,2019-04-18
user_3108,GB,False,False,True,147,33.0,27.0,1,2019-05-16,2019-04-18
user_3109,ES,False,False,True,208,208.0,3.0,1,2019-05-16,2019-04-18
user_3110,CH,False,False,True,351,1.0,72.0,0,2019-05-16,2019-04-18
user_3111,PL,False,False,True,121,14.0,8.0,1,2019-05-16,2019-04-18
user_3112,PT,False,False,True,137,137.0,2.0,1,2019-05-16,2019-04-18
user_3113,DE,False,False,True,190,6.0,106.0,0,2019-05-16,2019-04-18
user_3114,IT,False,False,True,220,2.0,114.0,0,2019-05-16,2019-04-18
user_3115,GB,False,False,True,346,0.0,145.0,0,2019-05-16,2019-04-18
user_3116,AT,False,False,True,252,3.0,10.0,1,2019-05-16,2019-04-18
user_3117,IE,False,False,True,141,5.0,55.0,1,2019-05-16,2019-04-18
user_3118,ES,False,False,True,195,999.0,0.0,1,2019-05-16,2019-04-18
user_3119,GB,False,False,True,379,0.0,551.0,0,2019-05-16,2019-04-18
user_3120,GI,False,False,True,363,1.0,135.0,1,2019-05-16,2019-04-18
user_3121,ES,False,False,True,457,430.0,19.0,1,2019-05-16,2019-04-18
user_3122,GB,False,False,True,127,0.0,171.0,0,2019-05-16,2019-04-18
user_3123,PL,False,False,True,219,31.0,16.0,1,2019-05-16,2019-04-18
user_3124,DE,False,False,True,124,103.0,3.0,1,2019-05-16,2019-04-18
user_3125,ES,False,False,True,463,0.0,575.0,0,2019-05-16,2019-04-18
user_3126,GB,False,False,True,253,224.0,7.0,1,2019-05-16,2019-04-18
user_3127,HR,False,False,True,116,0.0,55.0,0,2019-05-16,2019-04-18
user_3128,RO,False,False,True,288,2.0,111.0,0,2019-05-16,2019-04-18
user_3129,GB,False,False,True,410,259.0,9.0,1,2019-05-16,2019-04-18
user_3130,PL,False,False,True,275,275.0,3.0,1,2019-05-16,2019-04-18
user_3131,IT,False,False,True,194,12.0,27.0,0,2019-05-16,2019-04-18
user_3132,FR,False,False,True,380,307.0,3.0,1,2019-05-16,2019-04-18
user_3133,ES,False,False,True,222,89.0,17.0,1,2019-05-16,2019-04-18
user_3134,GB,False,False,True,242,0.0,27.0,0,2019-05-16,2019-04-18
user_3135,GB,False,False,True,408,68.0,27.0,1,2019-05-16,2019-04-18
user_3136,GB,False,False,True,356,35.0,46.0,1,2019-05-16,2019-04-18
user_3137,GB,False,False,True,416,5.0,206.0,1,2019-05-16,2019-04-18
user_3138,GB,False,True,False,361,0.0,235.0,0,2019-05-16,2019-04-18
user_3139,RO,False,False,True,116,44.0,12.0,0,2019-05-16,2019-04-18
user_3140,BE,False,False,True,115,88.0,28.0,1,2019-05-16,2019-04-18
user_3141,GB,False,False,True,186,180.0,2.0,1,2019-05-16,2019-04-18
user_3142,LT,False,False,True,450,10.0,28.0,0,2019-05-16,2019-04-18
user_3143,PL,False,False,True,145,122.0,10.0,1,2019-05-16,2019-04-18
user_3144,PL,False,False,True,173,8.0,103.0,0,2019-05-16,2019-04-18
user_3145,GB,False,False,True,380,226.0,38.0,1,2019-05-16,2019-04-18
user_3146,IE,False,False,True,390,9.0,86.0,0,2019-05-16,2019-04-18
user_3147,FR,False,False,True,439,139.0,73.0,1,2019-05-16,2019-04-18
user_3148,IT,False,False,True,146,14.0,44.0,0,2019-05-16,2019-04-18
user_3149,FR,False,False,True,409,3.0,39.0,1,2019-05-16,2019-04-18
user_3150,PL,False,False,True,341,5.0,41.0,1,2019-05-16,2019-04-18
user_3151,GB,False,False,True,298,54.0,25.0,0,2019-05-16,2019-04-18
user_3152,GB,False,False,True,346,14.0,72.0,0,2019-05-16,2019-04-18
user_3153,GB,False,False,True,114,4.0,33.0,0,2019-05-16,2019-04-18
user_3154,BG,False,False,True,173,999.0,0.0,0,2019-05-16,2019-04-18
user_3155,PL,False,False,True,139,46.0,7.0,1,2019-05-16,2019-04-18
user_3156,GB,False,True,False,462,0.0,559.0,0,2019-05-16,2019-04-18
user_3157,FR,False,False,True,299,35.0,42.0,0,2019-05-16,2019-04-18
user_3158,GB,False,False,True,255,15.0,32.0,0,2019-05-16,2019-04-18
user_3159,MT,False,False,True,277,6.0,86.0,0,2019-05-16,2019-04-18
user_3160,GB,False,False,True,432,0.0,266.0,0,2019-05-16,2019-04-18
user_3161,FR,False,False,True,180,178.0,3.0,1,2019-05-16,2019-04-18
user_3162,GB,False,False,True,277,5.0,21.0,1,2019-05-16,2019-04-18
user_3163,GB,False,False,True,406,125.0,10.0,1,2019-05-16,2019-04-18
user_3164,PL,False,False,True,143,2.0,16.0,1,2019-05-16,2019-04-18
user_3165,GB,False,True,False,445,9.0,95.0,0,2019-05-16,2019-04-18
user_3166,GB,False,False,True,140,0.0,61.0,1,2019-05-16,2019-04-18
user_3167,FR,False,False,True,154,100.0,26.0,1,2019-05-16,2019-04-18
user_3168,GB,False,False,True,393,313.0,14.0,1,2019-05-16,2019-04-18
user_3169,PL,False,False,True,320,73.0,50.0,1,2019-05-16,2019-04-18
user_3170,IE,False,False,True,191,0.0,513.0,0,2019-05-16,2019-04-18
user_3171,CY,False,False,True,178,27.0,8.0,1,2019-05-16,2019-04-18
user_3172,GR,False,False,True,181,999.0,0.0,1,2019-05-16,2019-04-18
user_3173,CZ,False,False,True,155,32.0,2.0,1,2019-05-16,2019-04-18
user_3174,GB,False,False,True,248,6.0,27.0,0,2019-05-16,2019-04-18
user_3175,GB,False,False,True,258,242.0,19.0,1,2019-05-16,2019-04-18
user_3176,GP,False,False,True,280,1.0,51.0,0,2019-05-16,2019-04-18
user_3177,GB,False,False,True,461,77.0,65.0,1,2019-05-16,2019-04-18
user_3178,FR,False,False,True,179,175.0,6.0,1,2019-05-16,2019-04-18
user_3179,GB,False,False,True,334,0.0,458.0,0,2019-05-16,2019-04-18
user_3180,RO,False,False,True,130,999.0,0.0,1,2019-05-16,2019-04-18
user_3181,GB,False,False,True,307,79.0,19.0,1,2019-05-16,2019-04-18
user_3182,RO,False,False,True,394,0.0,437.0,0,2019-05-16,2019-04-18
user_3183,PL,False,False,True,222,0.0,274.0,0,2019-05-16,2019-04-18
user_3184,MT,False,False,True,218,0.0,216.0,0,2019-05-16,2019-04-18
user_3185,FR,False,False,True,434,33.0,118.0,0,2019-05-16,2019-04-18
user_3186,PT,False,False,True,110,4.0,27.0,1,2019-05-16,2019-04-18
user_3187,LT,False,False,True,439,257.0,13.0,1,2019-05-16,2019-04-18
user_3188,GB,False,False,True,343,33.0,225.0,1,2019-05-16,2019-04-18
user_3189,GB,False,False,True,308,9.0,116.0,1,2019-05-16,2019-04-18
user_3190,PL,False,False,True,262,257.0,5.0,1,2019-05-16,2019-04-18
user_3191,PL,False,False,True,255,6.0,1308.0,0,2019-05-16,2019-04-18
user_3192,GB,False,False,True,123,15.0,7.0,1,2019-05-16,2019-04-18
user_3193,GB,False,False,True,446,0.0,591.0,0,2019-05-16,2019-04-18
user_3194,FR,False,False,True,404,21.0,178.0,1,2019-05-16,2019-04-18
user_3195,GB,False,False,True,185,7.0,253.0,0,2019-05-16,2019-04-18
user_3196,PL,False,False,True,245,0.0,114.0,0,2019-05-16,2019-04-18
user_3197,GB,False,False,True,413,38.0,128.0,0,2019-05-16,2019-04-18
user_3198,GB,True,False,False,321,1.0,1328.0,0,2019-05-16,2019-04-18
user_3199,IE,False,False,True,140,0.0,340.0,0,2019-05-16,2019-04-18
user_3200,PT,False,False,True,372,278.0,9.0,1,2019-05-16,2019-04-18
user_3201,DE,False,False,True,298,999.0,0.0,1,2019-05-16,2019-04-18
user_3202,GB,False,False,True,254,15.0,220.0,0,2019-05-16,2019-04-18
user_3203,GB,False,False,True,461,0.0,746.0,0,2019-05-16,2019-04-18
user_3204,RO,False,False,True,390,1.0,11.0,0,2019-05-16,2019-04-18
user_3205,MT,False,False,True,124,124.0,14.0,1,2019-05-16,2019-04-18
user_3206,GB,False,False,True,441,86.0,322.0,1,2019-05-16,2019-04-18
user_3207,IE,False,False,True,123,123.0,3.0,1,2019-05-16,2019-04-18
user_3208,GB,False,False,True,316,29.0,53.0,1,2019-05-16,2019-04-18
user_3209,PT,False,False,True,232,231.0,2.0,1,2019-05-16,2019-04-18
user_3210,PL,False,False,True,183,0.0,271.0,0,2019-05-16,2019-04-18
user_3211,CH,False,False,True,317,1.0,14.0,0,2019-05-16,2019-04-18
user_3212,GB,False,False,True,450,0.0,171.0,0,2019-05-16,2019-04-18
user_3213,PL,False,False,True,163,21.0,13.0,1,2019-05-16,2019-04-18
user_3214,IE,False,False,True,120,9.0,192.0,0,2019-05-16,2019-04-18
user_3215,MT,False,False,True,264,0.0,231.0,0,2019-05-16,2019-04-18
user_3216,ES,False,False,True,266,1.0,35.0,0,2019-05-16,2019-04-18
user_3217,GB,False,False,True,216,12.0,63.0,1,2019-05-16,2019-04-18
user_3218,ES,False,False,True,106,84.0,5.0,1,2019-05-16,2019-04-18
user_3219,PL,False,False,True,302,0.0,258.0,0,2019-05-16,2019-04-18
user_3220,LV,False,False,True,260,4.0,37.0,0,2019-05-16,2019-04-18
user_3221,FR,False,False,True,339,13.0,16.0,1,2019-05-16,2019-04-18
user_3222,GB,False,False,True,343,5.0,59.0,1,2019-05-16,2019-04-18
user_3223,GB,False,False,True,336,62.0,42.0,1,2019-05-16,2019-04-18
user_3224,GB,False,False,True,120,3.0,47.0,0,2019-05-16,2019-04-18
user_3225,IE,False,False,True,351,14.0,42.0,0,2019-05-16,2019-04-18
user_3226,PL,False,False,True,108,1.0,20.0,1,2019-05-16,2019-04-18
user_3227,SE,False,False,True,237,999.0,0.0,1,2019-05-16,2019-04-18
user_3228,ES,False,False,True,181,4.0,56.0,0,2019-05-16,2019-04-18
user_3229,PL,False,False,True,409,0.0,68.0,0,2019-05-16,2019-04-18
user_3230,GB,False,False,True,199,3.0,98.0,0,2019-05-16,2019-04-18
user_3231,GB,False,False,True,260,258.0,10.0,0,2019-05-16,2019-04-18
user_3232,FR,False,False,True,256,0.0,63.0,0,2019-05-16,2019-04-18
user_3233,PL,False,False,True,167,73.0,59.0,1,2019-05-16,2019-04-18
user_3234,CZ,False,False,True,210,0.0,80.0,0,2019-05-16,2019-04-18
user_3235,PL,False,False,True,180,0.0,133.0,0,2019-05-16,2019-04-18
user_3236,RO,True,False,False,314,0.0,177.0,0,2019-05-16,2019-04-18
user_3237,LT,False,False,True,307,111.0,2.0,1,2019-05-16,2019-04-18
user_3238,GR,False,False,True,458,110.0,86.0,1,2019-05-16,2019-04-18
user_3239,LV,False,False,True,136,0.0,98.0,0,2019-05-16,2019-04-18
user_3240,JE,False,False,True,139,103.0,34.0,1,2019-05-16,2019-04-18
user_3241,GB,False,True,False,394,0.0,1730.0,0,2019-05-16,2019-04-18
user_3242,FR,False,False,True,448,162.0,147.0,1,2019-05-16,2019-04-18
user_3243,GR,False,False,True,251,228.0,2.0,1,2019-05-16,2019-04-18
user_3244,PL,False,False,True,414,5.0,361.0,0,2019-05-16,2019-04-18
user_3245,RO,False,False,True,226,999.0,0.0,0,2019-05-16,2019-04-18
user_3246,FR,False,False,True,228,80.0,4.0,1,2019-05-16,2019-04-18
user_3247,RO,False,False,True,125,5.0,92.0,0,2019-05-16,2019-04-18
user_3248,GB,False,False,True,248,39.0,63.0,0,2019-05-16,2019-04-18
user_3249,PT,False,False,True,134,1.0,15.0,0,2019-05-16,2019-04-18
user_3250,PT,False,False,True,406,5.0,91.0,0,2019-05-16,2019-04-18
user_3251,IE,False,False,True,379,3.0,377.0,0,2019-05-16,2019-04-18
user_3252,PL,False,False,True,112,6.0,33.0,0,2019-05-16,2019-04-18
user_3253,GB,False,False,True,196,7.0,191.0,0,2019-05-16,2019-04-18
user_3254,FR,False,False,True,438,2.0,342.0,0,2019-05-16,2019-04-18
user_3255,MT,False,False,True,134,25.0,8.0,1,2019-05-16,2019-04-18
user_3256,RO,False,False,True,239,0.0,492.0,0,2019-05-16,2019-04-18
user_3257,MT,False,False,True,408,1.0,182.0,0,2019-05-16,2019-04-18
user_3258,GB,False,False,True,384,299.0,15.0,1,2019-05-16,2019-04-18
user_3259,ES,False,False,True,384,0.0,634.0,0,2019-05-16,2019-04-18
user_3260,AT,False,False,True,458,59.0,9.0,1,2019-05-16,2019-04-18
user_3261,FR,False,False,True,121,19.0,39.0,1,2019-05-16,2019-04-18
user_3262,FR,False,False,True,230,3.0,700.0,0,2019-05-16,2019-04-18
user_3263,HR,False,False,True,469,4.0,12.0,0,2019-05-16,2019-04-18
user_3264,DE,False,False,True,200,14.0,59.0,0,2019-05-16,2019-04-18
user_3265,GB,False,False,True,430,394.0,4.0,1,2019-05-16,2019-04-18
user_3266,NO,True,False,False,109,0.0,190.0,0,2019-05-16,2019-04-18
user_3267,IE,False,False,True,180,12.0,135.0,0,2019-05-16,2019-04-18
user_3268,RO,False,False,True,172,172.0,2.0,1,2019-05-16,2019-04-18
user_3269,FR,False,False,True,162,162.0,3.0,1,2019-05-16,2019-04-18
user_3270,GB,False,False,True,199,199.0,4.0,1,2019-05-16,2019-04-18
user_3271,ES,False,False,True,322,8.0,634.0,1,2019-05-16,2019-04-18
user_3272,GB,False,False,True,469,4.0,359.0,0,2019-05-16,2019-04-18
user_3273,GB,False,True,False,170,0.0,477.0,0,2019-05-16,2019-04-18
user_3274,GB,False,False,True,350,11.0,39.0,0,2019-05-16,2019-04-18
user_3275,GB,False,False,True,300,138.0,11.0,0,2019-05-16,2019-04-18
user_3276,DE,False,False,True,412,61.0,21.0,1,2019-05-16,2019-04-18
user_3277,GB,False,False,True,149,999.0,0.0,1,2019-05-16,2019-04-18
user_3278,GB,False,False,True,332,332.0,1.0,1,2019-05-16,2019-04-18
user_3279,GB,False,False,True,404,23.0,77.0,1,2019-05-16,2019-04-18
user_3280,PL,False,False,True,189,0.0,86.0,0,2019-05-16,2019-04-18
user_3281,HR,False,False,True,267,3.0,4.0,1,2019-05-16,2019-04-18
user_3282,IE,False,False,True,172,5.0,138.0,0,2019-05-16,2019-04-18
user_3283,PL,False,False,True,126,4.0,26.0,0,2019-05-16,2019-04-18
user_3284,PL,False,False,True,229,7.0,40.0,1,2019-05-16,2019-04-18
user_3285,PL,False,False,True,312,16.0,20.0,0,2019-05-16,2019-04-18
user_3286,GB,False,False,True,130,102.0,3.0,1,2019-05-16,2019-04-18
user_3287,IE,False,False,True,118,29.0,37.0,1,2019-05-16,2019-04-18
user_3288,BG,False,False,True,449,135.0,33.0,0,2019-05-16,2019-04-18
user_3289,IE,False,False,True,254,1.0,381.0,0,2019-05-16,2019-04-18
user_3290,LT,False,False,True,181,17.0,118.0,0,2019-05-16,2019-04-18
user_3291,PL,False,False,True,205,14.0,52.0,1,2019-05-16,2019-04-18
user_3292,GB,False,False,True,174,0.0,32.0,0,2019-05-16,2019-04-18
user_3293,HR,False,False,True,178,3.0,25.0,0,2019-05-16,2019-04-18
user_3294,FR,False,False,True,262,15.0,62.0,1,2019-05-16,2019-04-18
user_3295,FR,False,True,False,355,1.0,573.0,0,2019-05-16,2019-04-18
user_3296,PL,False,False,True,409,0.0,420.0,0,2019-05-16,2019-04-18
user_3297,GB,True,False,False,217,0.0,638.0,0,2019-05-16,2019-04-18
user_3298,PL,False,False,True,115,1.0,138.0,0,2019-05-16,2019-04-18
user_3299,NL,False,False,True,218,129.0,12.0,1,2019-05-16,2019-04-18
user_3300,MT,False,False,True,314,0.0,84.0,0,2019-05-16,2019-04-18
user_3301,RO,False,True,False,448,0.0,622.0,0,2019-05-16,2019-04-18
user_3302,LT,False,False,True,335,2.0,45.0,0,2019-05-16,2019-04-18
user_3303,ES,False,False,True,430,28.0,41.0,1,2019-05-16,2019-04-18
user_3304,PL,False,False,True,259,8.0,26.0,0,2019-05-16,2019-04-18
user_3305,GB,True,False,False,108,0.0,166.0,0,2019-05-16,2019-04-18
user_3306,IE,False,False,True,342,304.0,21.0,1,2019-05-16,2019-04-18
user_3307,DE,False,False,True,333,0.0,302.0,0,2019-05-16,2019-04-18
user_3308,FR,False,False,True,184,85.0,15.0,1,2019-05-16,2019-04-18
user_3309,LT,False,False,True,136,2.0,44.0,0,2019-05-16,2019-04-18
user_3310,IE,False,False,True,356,20.0,335.0,0,2019-05-16,2019-04-18
user_3311,ES,False,False,True,246,134.0,6.0,1,2019-05-16,2019-04-18
user_3312,IE,False,False,True,329,171.0,19.0,0,2019-05-16,2019-04-18
user_3313,GB,False,False,True,116,42.0,4.0,1,2019-05-16,2019-04-18
user_3314,GB,False,False,True,167,999.0,0.0,1,2019-05-16,2019-04-18
user_3315,IE,False,False,True,245,20.0,52.0,0,2019-05-16,2019-04-18
user_3316,IT,False,False,True,135,0.0,108.0,0,2019-05-16,2019-04-18
user_3317,CZ,False,False,True,329,329.0,3.0,1,2019-05-16,2019-04-18
user_3318,GB,False,False,True,379,8.0,165.0,0,2019-05-16,2019-04-18
user_3319,RO,True,False,False,401,4.0,211.0,0,2019-05-16,2019-04-18
user_3320,PT,False,False,True,361,999.0,0.0,1,2019-05-16,2019-04-18
user_3321,FR,False,False,True,337,0.0,127.0,0,2019-05-16,2019-04-18
user_3322,ES,False,False,True,123,999.0,0.0,1,2019-05-16,2019-04-18
user_3323,IT,False,True,False,280,0.0,45.0,0,2019-05-16,2019-04-18
user_3324,HR,False,False,True,437,0.0,41.0,1,2019-05-16,2019-04-18
user_3325,BE,False,False,True,192,181.0,1.0,1,2019-05-16,2019-04-18
user_3326,RO,False,False,True,320,88.0,11.0,1,2019-05-16,2019-04-18
user_3327,GB,False,False,True,155,9.0,40.0,1,2019-05-16,2019-04-18
user_3328,LT,False,False,True,359,0.0,986.0,0,2019-05-16,2019-04-18
user_3329,LT,False,False,True,126,4.0,100.0,0,2019-05-16,2019-04-18
user_3330,PL,False,False,True,231,231.0,2.0,1,2019-05-16,2019-04-18
user_3331,CH,False,True,False,221,4.0,172.0,0,2019-05-16,2019-04-18
user_3332,JE,False,False,True,217,8.0,112.0,0,2019-05-16,2019-04-18
user_3333,IT,True,False,False,141,0.0,329.0,0,2019-05-16,2019-04-18
user_3334,FR,False,False,True,159,68.0,9.0,1,2019-05-16,2019-04-18
user_3335,BE,False,False,True,208,11.0,33.0,0,2019-05-16,2019-04-18
user_3336,FR,False,False,True,182,22.0,107.0,1,2019-05-16,2019-04-18
user_3337,FR,False,False,True,408,0.0,124.0,0,2019-05-16,2019-04-18
user_3338,LV,False,False,True,157,999.0,0.0,1,2019-05-16,2019-04-18
user_3339,CZ,False,False,True,172,155.0,4.0,1,2019-05-16,2019-04-18
user_3340,GB,False,False,True,216,0.0,88.0,0,2019-05-16,2019-04-18
user_3341,FR,False,False,True,162,155.0,1.0,1,2019-05-16,2019-04-18
user_3342,PL,False,False,True,163,14.0,53.0,1,2019-05-16,2019-04-18
user_3343,CH,False,False,True,370,12.0,102.0,0,2019-05-16,2019-04-18
user_3344,SE,False,False,True,115,115.0,3.0,1,2019-05-16,2019-04-18
user_3345,FR,False,False,True,232,0.0,50.0,0,2019-05-16,2019-04-18
user_3346,FR,False,False,True,260,14.0,140.0,0,2019-05-16,2019-04-18
user_3347,IE,False,True,False,271,0.0,465.0,0,2019-05-16,2019-04-18
user_3348,IE,False,False,True,159,1.0,150.0,0,2019-05-16,2019-04-18
user_3349,GB,False,False,True,439,44.0,61.0,1,2019-05-16,2019-04-18
user_3350,PT,False,False,True,139,32.0,24.0,1,2019-05-16,2019-04-18
user_3351,CH,False,False,True,211,41.0,47.0,1,2019-05-16,2019-04-18
user_3352,GB,False,False,True,242,5.0,25.0,1,2019-05-16,2019-04-18
user_3353,FR,False,False,True,440,158.0,9.0,1,2019-05-16,2019-04-18
user_3354,PL,False,False,True,383,1.0,310.0,0,2019-05-16,2019-04-18
user_3355,DK,False,False,True,118,5.0,7.0,1,2019-05-16,2019-04-18
user_3356,FR,False,False,True,168,13.0,27.0,1,2019-05-16,2019-04-18
user_3357,MT,False,False,True,139,4.0,85.0,0,2019-05-16,2019-04-18
user_3358,GB,False,False,True,265,3.0,61.0,0,2019-05-16,2019-04-18
